selected_run_key,plot_run_label,run_family,target_flag_column,primary_score_column,primary_decision_column,row_count,first_alert_plot_order_index,first_broken_plot_order_index,recovery_end_plot_order_index,lead_rows_to_failure,lead_time_seconds_to_failure,total_final_alert_rows,detection_class_counts
baseline,Baseline Isolation Forest,baseline,baseline_flag,baseline_score,,220320,17154,17155,18330,1,1,19493,"{'no_alert': 200827, 'false_positive': 18317, 'recovery_alert': 1174, 'failure_hit': 1, 'early_warning': 1}"
