alert_packet_id,packet_start_plot_order_index,packet_end_plot_order_index,packet_row_count,rows_from_packet_start_to_broken,contains_pre_failure_alert,contains_failure_hit,contains_recovery_alert,contains_stable_normal_alert
1,353,353,1,16802,1,0,0,0
2,365,365,1,16790,1,0,0,0
3,409,409,1,16746,1,0,0,0
4,416,419,4,16739,1,0,0,0
5,430,435,2,16725,1,0,0,0
