selected_run_key,plot_run_label,run_family,target_flag_column,primary_score_column,primary_decision_column,row_count,first_alert_plot_order_index,first_broken_plot_order_index,recovery_end_plot_order_index,lead_rows_to_failure,lead_time_minutes_to_failure,total_final_alert_rows,detection_class_counts,first_stage1_flag_plot_order_index,first_stage2_flag_plot_order_index,first_stage2_raw_flag_plot_order_index,first_cascade_final_flag_plot_order_index
cascade_tuned,Cascade Tuned,cascade,cascade_final_flag,stage2_score,stage2_model_decision,220320,5201,17155,18426,11954,11954,54597,"{'no_alert': 165723, 'false_positive': 53050, 'recovery_alert': 1181, 'early_warning': 365, 'failure_hit': 1}",260,5201,5201,5201
