selected_run_key,plot_run_label,run_family,target_flag_column,primary_score_column,primary_decision_column,row_count,first_alert_plot_order_index,first_broken_plot_order_index,recovery_end_plot_order_index,lead_rows_to_failure,lead_time_minutes_to_failure,total_final_alert_rows,detection_class_counts,first_stage1_flag_plot_order_index,first_stage2_flag_plot_order_index,first_stage2_raw_flag_plot_order_index,first_cascade_final_flag_plot_order_index
cascade_defaults,Cascade Defaults,cascade,cascade_final_flag,stage2_score,stage2_model_decision,220320,5202,17155,18428,11953,11953,69360,"{'no_alert': 150960, 'false_positive': 67553, 'recovery_alert': 1271, 'early_warning': 535, 'failure_hit': 1}",260,5202,5202,5202
