alert_packet_id,packet_start_plot_order_index,packet_end_plot_order_index,packet_row_count,rows_from_packet_start_to_broken,contains_pre_failure_alert,contains_failure_hit,contains_recovery_alert,contains_stable_normal_alert
269,155390,155449,51,-138235,0,0,0,1
270,155455,155492,29,-138300,0,0,0,1
271,155498,155498,1,-138343,0,0,0,1
272,155510,155528,18,-138355,0,0,0,1
273,155643,155644,2,-138488,0,0,0,1
274,155673,155673,1,-138518,0,0,0,1
275,155706,155718,9,-138551,0,0,0,1
276,155792,155796,4,-138637,0,0,0,1
277,156042,156050,8,-138887,0,0,0,1
278,156056,156058,2,-138901,0,0,0,1
279,156125,156125,1,-138970,0,0,0,1
280,156240,156251,11,-139085,0,0,0,1
281,156412,156414,2,-139257,0,0,0,1
282,156420,156421,2,-139265,0,0,0,1
283,156634,156639,6,-139479,0,0,0,1
284,156941,156941,1,-139786,0,0,0,1
285,156962,156967,6,-139807,0,0,0,1
286,157098,157098,1,-139943,0,0,0,1
287,157144,157144,1,-139989,0,0,0,1
288,157344,157344,1,-140189,0,0,0,1
289,157362,157372,4,-140207,0,0,0,1
290,157452,157452,1,-140297,0,0,0,1
291,157556,157556,1,-140401,0,0,0,1
292,157589,157605,13,-140434,0,0,0,1
293,157633,157633,1,-140478,0,0,0,1
294,157640,157640,1,-140485,0,0,0,1
295,158990,158999,8,-141835,0,0,0,1
296,159710,159715,6,-142555,0,0,0,1
297,160033,160038,4,-142878,0,0,0,1
298,160206,160209,3,-143051,0,0,0,1
299,160220,160221,2,-143065,0,0,0,1
300,160228,160228,1,-143073,0,0,0,1
301,160263,160280,15,-143108,0,0,0,1
302,160305,160305,1,-143150,0,0,0,1
303,160435,160447,11,-143280,0,0,0,1
304,160456,160498,29,-143301,0,0,0,1
305,160565,160565,1,-143410,0,0,0,1
306,160631,160639,6,-143476,0,0,0,1
307,160682,160689,6,-143527,0,0,0,1
308,160880,160880,1,-143725,0,0,0,1
309,160890,160891,2,-143735,0,0,0,1
310,160989,160989,1,-143834,0,0,0,1
311,161084,161084,1,-143929,0,0,0,1
312,161222,161222,1,-144067,0,0,0,1
313,161242,161248,4,-144087,0,0,0,1
314,161280,161281,2,-144125,0,0,0,1
315,161290,161291,2,-144135,0,0,0,1
316,161495,161495,1,-144340,0,0,0,1
317,161990,161990,1,-144835,0,0,0,1
318,162358,162366,8,-145203,0,0,0,1
319,162588,162588,1,-145433,0,0,0,1
320,162600,162601,2,-145445,0,0,0,1
321,162649,162651,2,-145494,0,0,0,1
322,162658,162663,6,-145503,0,0,0,1
323,162669,162669,1,-145514,0,0,0,1
324,162678,162691,13,-145523,0,0,0,1
325,162706,162718,4,-145551,0,0,0,1
326,162729,162731,3,-145574,0,0,0,1
327,162738,162738,1,-145583,0,0,0,1
328,162765,162766,2,-145610,0,0,0,1
329,162775,162777,2,-145620,0,0,0,1
330,162785,162785,1,-145630,0,0,0,1
331,162792,162798,4,-145637,0,0,0,1
332,162832,162837,3,-145677,0,0,0,1
333,162851,162851,1,-145696,0,0,0,1
334,162857,162863,5,-145702,0,0,0,1
335,162926,162936,7,-145771,0,0,0,1
336,163042,163042,1,-145887,0,0,0,1
337,163056,163056,1,-145901,0,0,0,1
338,163103,163105,3,-145948,0,0,0,1
339,163191,163197,5,-146036,0,0,0,1
340,163212,163215,4,-146057,0,0,0,1
341,163226,163226,1,-146071,0,0,0,1
342,163247,163249,2,-146092,0,0,0,1
343,163277,163277,1,-146122,0,0,0,1
344,163351,163357,5,-146196,0,0,0,1
345,163386,163395,8,-146231,0,0,0,1
346,163402,163402,1,-146247,0,0,0,1
347,163490,163496,6,-146335,0,0,0,1
348,163523,163523,1,-146368,0,0,0,1
349,163635,163646,5,-146480,0,0,0,1
350,164075,164077,2,-146920,0,0,0,1
351,164116,164118,3,-146961,0,0,0,1
352,164162,164164,3,-147007,0,0,0,1
353,164182,164182,1,-147027,0,0,0,1
354,164214,164222,5,-147059,0,0,0,1
355,165191,165198,4,-148036,0,0,0,1
356,165240,165242,3,-148085,0,0,0,1
357,165252,165252,1,-148097,0,0,0,1
358,165292,165301,7,-148137,0,0,0,1
359,165308,165312,4,-148153,0,0,0,1
360,165396,165396,1,-148241,0,0,0,1
361,165446,165448,3,-148291,0,0,0,1
362,165530,165536,4,-148375,0,0,0,1
363,165567,165567,1,-148412,0,0,0,1
364,165671,165672,2,-148516,0,0,0,1
365,165690,165690,1,-148535,0,0,0,1
366,165754,165754,1,-148599,0,0,0,1
367,165762,165775,9,-148607,0,0,0,1
368,165802,165821,10,-148647,0,0,0,1
369,165837,165837,1,-148682,0,0,0,1
370,165851,165872,13,-148696,0,0,0,1
371,165878,165892,7,-148723,0,0,0,1
372,165903,165904,2,-148748,0,0,0,1
373,165913,165913,1,-148758,0,0,0,1
374,165959,165959,1,-148804,0,0,0,1
375,165973,165990,12,-148818,0,0,0,1
376,166024,166029,2,-148869,0,0,0,1
377,166461,166558,97,-149306,0,0,0,1
378,166564,166628,64,-149409,0,0,0,1
379,166648,166660,7,-149493,0,0,0,1
380,166666,166833,158,-149511,0,0,0,1
381,166841,166956,107,-149686,0,0,0,1
382,166987,167046,51,-149832,0,0,0,1
383,167058,167080,19,-149903,0,0,0,1
384,167098,167106,5,-149943,0,0,0,1
385,167120,167132,13,-149965,0,0,0,1
386,167151,167152,2,-149996,0,0,0,1
387,167192,167198,4,-150037,0,0,0,1
388,167472,167472,1,-150317,0,0,0,1
389,167575,167575,1,-150420,0,0,0,1
390,167626,167634,8,-150471,0,0,0,1
391,167690,167692,3,-150535,0,0,0,1
392,167700,167708,5,-150545,0,0,0,1
393,167763,167764,2,-150608,0,0,0,1
394,167774,167775,2,-150619,0,0,0,1
395,167787,167790,4,-150632,0,0,0,1
396,167806,167814,9,-150651,0,0,0,1
397,167822,167845,21,-150667,0,0,0,1
398,167856,167907,45,-150701,0,0,0,1
399,167913,167913,1,-150758,0,0,0,1
400,167991,167991,1,-150836,0,0,0,1
401,168002,168002,1,-150847,0,0,0,1
402,168088,168104,12,-150933,0,0,0,1
403,168131,168132,2,-150976,0,0,0,1
404,168138,168138,1,-150983,0,0,0,1
405,168149,168149,1,-150994,0,0,0,1
406,168160,168175,16,-151005,0,0,0,1
407,168183,168184,2,-151028,0,0,0,1
408,168225,168227,3,-151070,0,0,0,1
409,168236,168242,4,-151081,0,0,0,1
410,168354,168354,1,-151199,0,0,0,1
411,168377,168379,3,-151222,0,0,0,1
412,168391,168391,1,-151236,0,0,0,1
413,168409,168409,1,-151254,0,0,0,1
414,168426,168427,2,-151271,0,0,0,1
415,168536,168536,1,-151381,0,0,0,1
416,168598,168598,1,-151443,0,0,0,1
417,168716,168716,1,-151561,0,0,0,1
418,168935,168935,1,-151780,0,0,0,1
419,168950,168951,2,-151795,0,0,0,1
420,168989,168989,1,-151834,0,0,0,1
421,168996,168996,1,-151841,0,0,0,1
422,169064,169064,1,-151909,0,0,0,1
423,169074,169093,13,-151919,0,0,0,1
424,169117,169124,4,-151962,0,0,0,1
425,169130,169137,8,-151975,0,0,0,1
426,169165,169165,1,-152010,0,0,0,1
427,169187,169211,21,-152032,0,0,0,1
428,169217,169228,10,-152062,0,0,0,1
429,169248,169257,6,-152093,0,0,0,1
430,169265,169265,1,-152110,0,0,0,1
431,169291,169308,14,-152136,0,0,0,1
432,169319,169319,1,-152164,0,0,0,1
433,169347,169347,1,-152192,0,0,0,1
434,169384,169392,6,-152229,0,0,0,1
435,169408,169429,19,-152253,0,0,0,1
436,169436,169461,19,-152281,0,0,0,1
437,169471,169487,16,-152316,0,0,0,1
438,169495,169529,28,-152340,0,0,0,1
439,169538,169549,12,-152383,0,0,0,1
440,169571,169612,34,-152416,0,0,0,1
441,169638,169642,5,-152483,0,0,0,1
442,169665,169691,18,-152510,0,0,0,1
443,169711,169742,19,-152556,0,0,0,1
444,169750,169761,11,-152595,0,0,0,1
445,169783,169798,16,-152628,0,0,0,1
446,169805,169808,4,-152650,0,0,0,1
447,169815,169824,5,-152660,0,0,0,1
448,169858,169858,1,-152703,0,0,0,1
449,169866,169869,4,-152711,0,0,0,1
450,169888,169888,1,-152733,0,0,0,1
451,169910,169914,5,-152755,0,0,0,1
452,169970,169970,1,-152815,0,0,0,1
453,170011,170039,20,-152856,0,0,0,1
454,170074,170074,1,-152919,0,0,0,1
455,170092,170097,3,-152937,0,0,0,1
456,170151,170159,7,-152996,0,0,0,1
457,170166,170166,1,-153011,0,0,0,1
458,170180,170180,1,-153025,0,0,0,1
459,170188,170201,8,-153033,0,0,0,1
460,170213,170226,11,-153058,0,0,0,1
461,170233,170237,3,-153078,0,0,0,1
462,170246,170255,10,-153091,0,0,0,1
463,170270,170270,1,-153115,0,0,0,1
464,170316,170316,1,-153161,0,0,0,1
465,170326,170337,8,-153171,0,0,0,1
466,170344,170354,11,-153189,0,0,0,1
467,170373,170373,1,-153218,0,0,0,1
468,170383,170386,3,-153228,0,0,0,1
469,170393,170394,2,-153238,0,0,0,1
470,170427,170434,8,-153272,0,0,0,1
471,170476,170486,9,-153321,0,0,0,1
472,170503,170503,1,-153348,0,0,0,1
473,170511,170515,2,-153356,0,0,0,1
474,170560,170560,1,-153405,0,0,0,1
475,170602,170603,2,-153447,0,0,0,1
476,170610,170614,5,-153455,0,0,0,1
477,170660,170662,3,-153505,0,0,0,1
478,170714,170722,5,-153559,0,0,0,1
479,170778,170782,5,-153623,0,0,0,1
480,170810,170811,2,-153655,0,0,0,1
481,170834,170837,3,-153679,0,0,0,1
482,170858,170864,4,-153703,0,0,0,1
483,170870,170879,8,-153715,0,0,0,1
484,170887,170890,4,-153732,0,0,0,1
485,170896,170928,26,-153741,0,0,0,1
486,170951,170951,1,-153796,0,0,0,1
487,170963,170964,2,-153808,0,0,0,1
488,170974,171038,47,-153819,0,0,0,1
489,171068,171098,26,-153913,0,0,0,1
490,171109,171136,23,-153954,0,0,0,1
491,171144,171154,9,-153989,0,0,0,1
492,171192,171204,11,-154037,0,0,0,1
493,171227,171235,6,-154072,0,0,0,1
494,171299,171303,2,-154144,0,0,0,1
495,171310,171317,4,-154155,0,0,0,1
496,171334,171335,2,-154179,0,0,0,1
497,171350,171358,7,-154195,0,0,0,1
498,171385,171388,4,-154230,0,0,0,1
499,171396,171404,8,-154241,0,0,0,1
500,171412,171412,1,-154257,0,0,0,1
501,171418,171419,2,-154263,0,0,0,1
502,171432,171435,4,-154277,0,0,0,1
503,171451,171451,1,-154296,0,0,0,1
504,171473,171481,6,-154318,0,0,0,1
505,171517,171517,1,-154362,0,0,0,1
506,171531,171550,10,-154376,0,0,0,1
507,171633,171633,1,-154478,0,0,0,1
508,171645,171648,4,-154490,0,0,0,1
509,171674,171686,5,-154519,0,0,0,1
510,171700,171702,2,-154545,0,0,0,1
511,171722,171737,16,-154567,0,0,0,1
512,171756,171765,10,-154601,0,0,0,1
513,171783,171783,1,-154628,0,0,0,1
514,171790,171790,1,-154635,0,0,0,1
515,171798,171798,1,-154643,0,0,0,1
516,171810,171810,1,-154655,0,0,0,1
517,171819,171819,1,-154664,0,0,0,1
518,171842,171842,1,-154687,0,0,0,1
519,171858,171858,1,-154703,0,0,0,1
520,171876,171881,6,-154721,0,0,0,1
521,171917,171922,5,-154762,0,0,0,1
522,171933,171935,3,-154778,0,0,0,1
523,171945,171949,5,-154790,0,0,0,1
524,171978,171989,12,-154823,0,0,0,1
525,172003,172007,5,-154848,0,0,0,1
526,172014,172019,5,-154859,0,0,0,1
527,172040,172048,9,-154885,0,0,0,1
528,172068,172073,4,-154913,0,0,0,1
529,172096,172096,1,-154941,0,0,0,1
530,172114,172139,26,-154959,0,0,0,1
531,172145,172186,39,-154990,0,0,0,1
532,172192,172193,2,-155037,0,0,0,1
533,172216,172222,4,-155061,0,0,0,1
534,172244,172246,3,-155089,0,0,0,1
535,172253,172253,1,-155098,0,0,0,1
536,172275,172308,27,-155120,0,0,0,1
537,172323,172342,14,-155168,0,0,0,1
538,172365,172367,3,-155210,0,0,0,1
539,172373,172379,7,-155218,0,0,0,1
540,172400,172400,1,-155245,0,0,0,1
541,172409,172452,41,-155254,0,0,0,1
542,172462,172506,41,-155307,0,0,0,1
543,172519,172530,10,-155364,0,0,0,1
544,172539,172554,14,-155384,0,0,0,1
545,173178,173179,2,-156023,0,0,0,1
546,173630,173630,1,-156475,0,0,0,1
547,173675,173676,2,-156520,0,0,0,1
548,173775,173775,1,-156620,0,0,0,1
549,173796,173800,4,-156641,0,0,0,1
550,174123,174123,1,-156968,0,0,0,1
551,174937,174939,3,-157782,0,0,0,1
552,175093,175093,1,-157938,0,0,0,1
553,175148,175154,3,-157993,0,0,0,1
554,175242,175253,9,-158087,0,0,0,1
555,175260,175266,7,-158105,0,0,0,1
556,175279,175288,9,-158124,0,0,0,1
557,175299,175299,1,-158144,0,0,0,1
558,175308,175309,2,-158153,0,0,0,1
559,175315,175315,1,-158160,0,0,0,1
560,175328,175332,3,-158173,0,0,0,1
561,175728,175728,1,-158573,0,0,0,1
562,175753,175761,9,-158598,0,0,0,1
563,175773,175790,17,-158618,0,0,0,1
564,175797,175797,1,-158642,0,0,0,1
565,175813,175817,4,-158658,0,0,0,1
566,176349,176350,2,-159194,0,0,0,1
567,176667,176667,1,-159512,0,0,0,1
568,176685,176692,6,-159530,0,0,0,1
569,176725,176725,1,-159570,0,0,0,1
570,176790,176790,1,-159635,0,0,0,1
571,176853,176855,3,-159698,0,0,0,1
572,176917,176933,16,-159762,0,0,0,1
573,176949,176961,5,-159794,0,0,0,1
574,176972,176972,1,-159817,0,0,0,1
575,176999,177005,7,-159844,0,0,0,1
576,177022,177028,7,-159867,0,0,0,1
577,177048,177054,6,-159893,0,0,0,1
578,177071,177071,1,-159916,0,0,0,1
579,177086,177086,1,-159931,0,0,0,1
580,177137,177163,23,-159982,0,0,0,1
581,177216,177217,2,-160061,0,0,0,1
582,177224,177230,4,-160069,0,0,0,1
583,177329,177337,9,-160174,0,0,0,1
584,177343,177356,6,-160188,0,0,0,1
585,177670,177672,2,-160515,0,0,0,1
586,177704,177704,1,-160549,0,0,0,1
587,177818,177818,1,-160663,0,0,0,1
588,177990,177990,1,-160835,0,0,0,1
589,178027,178027,1,-160872,0,0,0,1
590,178051,178051,1,-160896,0,0,0,1
591,178306,178313,3,-161151,0,0,0,1
592,178516,178517,2,-161361,0,0,0,1
593,178651,178663,13,-161496,0,0,0,1
594,178698,178698,1,-161543,0,0,0,1
595,179062,179064,2,-161907,0,0,0,1
596,179423,179423,1,-162268,0,0,0,1
597,179710,179720,10,-162555,0,0,0,1
598,179726,179786,50,-162571,0,0,0,1
599,179822,179822,1,-162667,0,0,0,1
600,179831,179831,1,-162676,0,0,0,1
601,179867,179870,4,-162712,0,0,0,1
602,179877,179877,1,-162722,0,0,0,1
603,179928,179930,3,-162773,0,0,0,1
604,179983,179983,1,-162828,0,0,0,1
605,179996,179997,2,-162841,0,0,0,1
606,180131,180131,1,-162976,0,0,0,1
607,180186,180204,13,-163031,0,0,0,1
608,180213,180219,7,-163058,0,0,0,1
609,180228,180232,4,-163073,0,0,0,1
610,180267,180296,17,-163112,0,0,0,1
611,180317,180317,1,-163162,0,0,0,1
612,180377,180378,2,-163222,0,0,0,1
613,180800,180800,1,-163645,0,0,0,1
614,181040,181764,723,-163885,0,0,0,1
615,181787,181804,16,-164632,0,0,0,1
616,182383,182392,9,-165228,0,0,0,1
617,182511,182512,2,-165356,0,0,0,1
618,182601,182601,1,-165446,0,0,0,1
619,182766,182767,2,-165611,0,0,0,1
620,182927,182931,4,-165772,0,0,0,1
621,183344,183346,2,-166189,0,0,0,1
622,183426,183426,1,-166271,0,0,0,1
623,183435,183443,6,-166280,0,0,0,1
