sensor_a,sensor_b,correlation_contaminated,abs_correlation_contaminated,correlation_clean,abs_correlation_clean,correlation_delta,abs_correlation_delta
sensor_28,sensor_32,0.6789862099667743,0.6789862099667743,0.06289230397105519,0.06289230397105519,0.6160939059957191,0.6160939059957191
sensor_24,sensor_31,0.685640128924698,0.685640128924698,0.06984106307029764,0.06984106307029764,0.6157990658544004,0.6157990658544004
sensor_16,sensor_19,0.7813515669835952,0.7813515669835952,0.16691831790682735,0.16691831790682735,0.6144332490767679,0.6144332490767679
sensor_00,sensor_11,0.8173197483075568,0.8173197483075568,0.20305821921972403,0.20305821921972403,0.6142615290878328,0.6142615290878328
sensor_19,sensor_30,0.6141035100568232,0.6141035100568232,0.0013793304164483136,0.0013793304164483136,0.6127241796403748,0.6127241796403748
sensor_16,sensor_36,0.6119424537148106,0.6119424537148106,0.0018384449166550952,0.0018384449166550952,0.6101040087981555,0.6101040087981555
sensor_17,sensor_21,0.7167876506735602,0.7167876506735602,0.1090242779887354,0.1090242779887354,0.6077633726848248,0.6077633726848248
sensor_14,sensor_31,0.616371440299968,0.616371440299968,-0.009612002524630608,0.009612002524630608,0.6259834428245986,0.6067594377753375
sensor_18,sensor_21,0.7185010143280345,0.7185010143280345,0.11273868372989793,0.11273868372989793,0.6057623305981366,0.6057623305981366
sensor_16,sensor_34,0.637699111814328,0.637699111814328,0.032032930431749866,0.032032930431749866,0.6056661813825782,0.6056661813825782
sensor_39,sensor_44,0.6157770168664586,0.6157770168664586,-0.01024670774977845,0.01024670774977845,0.626023724616237,0.6055303091166802
sensor_20,sensor_29,0.6984725937778737,0.6984725937778737,-0.09324793635429458,0.09324793635429458,0.7917205301321684,0.6052246574235791
sensor_19,sensor_33,0.6732923986534798,0.6732923986534798,-0.06844290967447433,0.06844290967447433,0.7417353083279541,0.6048494889790055
sensor_21,sensor_33,0.669221783809926,0.669221783809926,-0.0650195997553947,0.0650195997553947,0.7342413835653208,0.6042021840545313
sensor_16,sensor_28,0.636300299746748,0.636300299746748,-0.032204359228981655,0.032204359228981655,0.6685046589757296,0.6040959405177663
sensor_40,sensor_42,0.6098664572391075,0.6098664572391075,0.009681526784631331,0.009681526784631331,0.6001849304544762,0.6001849304544762
sensor_31,sensor_34,0.6922723409740014,0.6922723409740014,0.09380875604629321,0.09380875604629321,0.5984635849277081,0.5984635849277081
sensor_20,sensor_32,0.6980718960577004,0.6980718960577004,-0.10034936954153921,0.10034936954153921,0.7984212655992395,0.5977225265161612
sensor_14,sensor_33,0.6041052645035071,0.6041052645035071,0.0083523144394632,0.0083523144394632,0.5957529500640439,0.5957529500640439
sensor_25,sensor_35,0.707819362660889,0.707819362660889,0.11268693415548425,0.11268693415548425,0.5951324285054047,0.5951324285054047
