sensor_a,sensor_b,correlation_abnormal,abs_correlation_abnormal,correlation_clean,abs_correlation_clean,correlation_delta_abnormal_vs_clean,abs_correlation_delta_abnormal_vs_clean
sensor_25,sensor_27,0.9476145641523808,0.9476145641523808,-0.21900453500119124,0.21900453500119124,1.166619099153572,0.7286100291511896
sensor_18,sensor_35,-0.7328877305428181,0.7328877305428181,0.00489530420581216,0.00489530420581216,-0.7377830347486303,0.7279924263370059
sensor_24,sensor_35,-0.74796506015954,0.74796506015954,0.020834358878580293,0.020834358878580293,-0.7687994190381203,0.7271307012809597
sensor_02,sensor_25,0.845840988112784,0.845840988112784,-0.12246832925525582,0.12246832925525582,0.9683093173680398,0.7233726588575281
sensor_48,sensor_51,0.790112304001973,0.790112304001973,0.06988795993906553,0.06988795993906553,0.7202243440629075,0.7202243440629075
sensor_27,sensor_30,0.9733718153394982,0.9733718153394982,0.2546228787457604,0.2546228787457604,0.7187489365937378,0.7187489365937378
sensor_20,sensor_51,-0.7288748254352599,0.7288748254352599,0.011546274278816764,0.011546274278816764,-0.7404210997140767,0.7173285511564432
sensor_10,sensor_31,0.8530458760369638,0.8530458760369638,0.13714663274950092,0.13714663274950092,0.7158992432874629,0.7158992432874629
sensor_04,sensor_41,0.7228286835319532,0.7228286835319532,-0.0087246567261076,0.0087246567261076,0.7315533402580607,0.7141040268058456
sensor_19,sensor_22,0.9773141776589814,0.9773141776589814,0.26401791760064214,0.26401791760064214,0.7132962600583392,0.7132962600583392
sensor_04,sensor_47,0.7338311658546394,0.7338311658546394,0.020736623410067035,0.020736623410067035,0.7130945424445724,0.7130945424445724
sensor_03,sensor_18,0.7459550448542905,0.7459550448542905,-0.033092737456033784,0.033092737456033784,0.7790477823103243,0.7128623073982567
sensor_16,sensor_51,-0.7194500569145837,0.7194500569145837,0.007515587464120886,0.007515587464120886,-0.7269656443787046,0.7119344694504629
sensor_31,sensor_35,-0.7119240105489966,0.7119240105489966,0.0001274228923683844,0.0001274228923683844,-0.7120514334413649,0.7117965876566282
sensor_03,sensor_17,0.7369415986224841,0.7369415986224841,-0.026032517702584832,0.026032517702584832,0.762974116325069,0.7109090809198992
sensor_02,sensor_24,0.7907752215425496,0.7907752215425496,0.0801246330186927,0.0801246330186927,0.710650588523857,0.710650588523857
sensor_22,sensor_24,0.9771569476045153,0.9771569476045153,0.26669793052476315,0.26669793052476315,0.7104590170797522,0.7104590170797522
sensor_10,sensor_23,0.8612077262649751,0.8612077262649751,0.1521095775312821,0.1521095775312821,0.709098148733693,0.709098148733693
sensor_04,sensor_46,0.7596610272818214,0.7596610272818214,0.05083170486340458,0.05083170486340458,0.7088293224184168,0.7088293224184168
sensor_41,sensor_44,0.7853772709540873,0.7853772709540873,0.07779046046162474,0.07779046046162474,0.7075868104924625,0.7075868104924625
