sensor_a,sensor_b,correlation,abs_correlation
sensor_13,sensor_33,-0.14797452479004417,0.14797452479004417
sensor_10,sensor_37,-0.1479427930672516,0.1479427930672516
sensor_05,sensor_09,-0.1476909282979098,0.1476909282979098
sensor_19,sensor_48,0.14765545972464825,0.14765545972464825
sensor_26,sensor_47,0.1471945373279053,0.1471945373279053
sensor_36,sensor_46,0.14666086995192568,0.14666086995192568
sensor_40,sensor_47,0.14636361136794804,0.14636361136794804
sensor_10,sensor_40,0.14604069768731942,0.14604069768731942
sensor_08,sensor_24,0.145798011936686,0.145798011936686
sensor_00,sensor_05,-0.14573886297341065,0.14573886297341065
sensor_14,sensor_19,0.14567958840397843,0.14567958840397843
sensor_12,sensor_27,0.1452561610834041,0.1452561610834041
sensor_27,sensor_42,-0.14519397641796936,0.14519397641796936
sensor_28,sensor_29,0.14503325568056064,0.14503325568056064
sensor_25,sensor_32,0.14467377053976216,0.14467377053976216
sensor_38,sensor_48,-0.14427666968903216,0.14427666968903216
sensor_01,sensor_46,0.14424487668035305,0.14424487668035305
sensor_16,sensor_21,0.14399800559893186,0.14399800559893186
sensor_34,sensor_39,0.14392776733139237,0.14392776733139237
sensor_34,sensor_47,0.14386301347001731,0.14386301347001731
sensor_28,sensor_36,-0.14351546417130576,0.14351546417130576
sensor_09,sensor_35,0.14343057995610956,0.14343057995610956
sensor_09,sensor_22,0.14261568722678908,0.14261568722678908
sensor_07,sensor_41,-0.1425562577617645,0.1425562577617645
sensor_21,sensor_49,0.1425095737985435,0.1425095737985435
sensor_25,sensor_49,-0.1421294431959005,0.1421294431959005
sensor_27,sensor_40,0.14206370359779788,0.14206370359779788
sensor_09,sensor_37,-0.14198187046260027,0.14198187046260027
sensor_09,sensor_47,0.1419450298641221,0.1419450298641221
sensor_21,sensor_29,-0.14010745892555146,0.14010745892555146
sensor_10,sensor_28,0.1400645632695239,0.1400645632695239
sensor_27,sensor_44,0.1400087907433272,0.1400087907433272
sensor_23,sensor_45,0.13961071591991428,0.13961071591991428
sensor_16,sensor_20,0.13893574312587775,0.13893574312587775
sensor_09,sensor_34,0.13855716702408885,0.13855716702408885
sensor_43,sensor_48,0.13823721551976317,0.13823721551976317
sensor_03,sensor_41,0.13789113900881822,0.13789113900881822
sensor_21,sensor_48,0.1374906753096788,0.1374906753096788
sensor_00,sensor_34,0.13747817950384772,0.13747817950384772
sensor_05,sensor_45,-0.13730692839971728,0.13730692839971728
sensor_10,sensor_31,0.13714663274950092,0.13714663274950092
sensor_34,sensor_49,-0.1363146836436025,0.1363146836436025
sensor_08,sensor_34,0.13619388849307887,0.13619388849307887
sensor_13,sensor_43,0.13618746419030814,0.13618746419030814
sensor_03,sensor_25,-0.13559743067436697,0.13559743067436697
sensor_20,sensor_37,-0.13506086876147455,0.13506086876147455
sensor_36,sensor_43,0.13472634233505656,0.13472634233505656
sensor_38,sensor_40,-0.13472537180500313,0.13472537180500313
sensor_27,sensor_29,-0.13427078567663597,0.13427078567663597
sensor_09,sensor_43,0.1341139951305781,0.1341139951305781
sensor_29,sensor_49,-0.1339026553793852,0.1339026553793852
sensor_47,sensor_49,0.1331696925679799,0.1331696925679799
sensor_22,sensor_47,0.13168716929511984,0.13168716929511984
sensor_10,sensor_29,-0.1316599907848056,0.1316599907848056
sensor_05,sensor_27,-0.13139712412796714,0.13139712412796714
sensor_27,sensor_41,-0.1307073241905566,0.1307073241905566
sensor_19,sensor_27,0.13045258308812016,0.13045258308812016
sensor_32,sensor_43,0.13009184655565786,0.13009184655565786
sensor_00,sensor_51,0.1289118784538693,0.1289118784538693
sensor_02,sensor_45,0.12842253285305152,0.12842253285305152
sensor_22,sensor_43,0.1282426675364766,0.1282426675364766
sensor_27,sensor_39,-0.12789383106256905,0.12789383106256905
sensor_18,sensor_20,0.1276657814105616,0.1276657814105616
sensor_29,sensor_46,-0.12710770514565953,0.12710770514565953
sensor_40,sensor_41,-0.1263797624955544,0.1263797624955544
sensor_02,sensor_12,0.12631159668681677,0.12631159668681677
sensor_02,sensor_49,0.1258506460121089,0.1258506460121089
sensor_21,sensor_27,0.1256491499074383,0.1256491499074383
sensor_03,sensor_47,0.12556161701992208,0.12556161701992208
sensor_24,sensor_29,0.12429219005259247,0.12429219005259247
sensor_33,sensor_44,-0.12420663503122466,0.12420663503122466
sensor_04,sensor_08,0.12398223964672869,0.12398223964672869
sensor_04,sensor_48,0.1237039607683601,0.1237039607683601
sensor_01,sensor_10,-0.1236352775859195,0.1236352775859195
sensor_04,sensor_39,-0.12356460459151938,0.12356460459151938
sensor_09,sensor_30,0.12331746566058235,0.12331746566058235
sensor_20,sensor_23,0.12330701941519391,0.12330701941519391
sensor_14,sensor_21,0.12322068931593802,0.12322068931593802
sensor_09,sensor_48,0.12279393006401862,0.12279393006401862
sensor_01,sensor_33,-0.1225079973486567,0.1225079973486567
sensor_02,sensor_25,-0.12246832925525582,0.12246832925525582
sensor_01,sensor_07,0.12204446079970703,0.12204446079970703
sensor_30,sensor_46,0.12174504765610196,0.12174504765610196
sensor_09,sensor_46,0.12167967603782905,0.12167967603782905
sensor_03,sensor_04,0.12058219813727918,0.12058219813727918
sensor_37,sensor_38,0.12030416769805095,0.12030416769805095
sensor_17,sensor_20,0.11924634031569209,0.11924634031569209
sensor_05,sensor_26,-0.11906260889065497,0.11906260889065497
sensor_32,sensor_40,0.11781121852225067,0.11781121852225067
sensor_40,sensor_45,0.11665789382785265,0.11665789382785265
sensor_36,sensor_44,0.11647154188187644,0.11647154188187644
sensor_09,sensor_24,0.11644465597311936,0.11644465597311936
sensor_34,sensor_40,0.11640834999312455,0.11640834999312455
sensor_22,sensor_39,-0.11635560884958777,0.11635560884958777
sensor_39,sensor_47,0.1157428421470924,0.1157428421470924
sensor_29,sensor_30,-0.11470264253022334,0.11470264253022334
sensor_06,sensor_20,0.11458825317593943,0.11458825317593943
sensor_26,sensor_30,0.11458085114063164,0.11458085114063164
sensor_19,sensor_42,-0.11456051849048365,0.11456051849048365
sensor_34,sensor_43,0.11369024965149431,0.11369024965149431
sensor_12,sensor_34,-0.11366182984680297,0.11366182984680297
sensor_31,sensor_39,0.11354290679718493,0.11354290679718493
sensor_23,sensor_31,0.11336363102895351,0.11336363102895351
sensor_19,sensor_32,-0.11323847233936006,0.11323847233936006
sensor_01,sensor_11,-0.11281605307120113,0.11281605307120113
sensor_08,sensor_42,-0.11274328892922511,0.11274328892922511
sensor_18,sensor_21,0.11273868372989793,0.11273868372989793
sensor_25,sensor_35,0.11268693415548425,0.11268693415548425
sensor_24,sensor_28,-0.11240019155008825,0.11240019155008825
sensor_42,sensor_44,0.11167561167259678,0.11167561167259678
sensor_00,sensor_09,0.1116098666171409,0.1116098666171409
sensor_06,sensor_24,0.11130005603157259,0.11130005603157259
sensor_19,sensor_28,-0.11116890800077368,0.11116890800077368
sensor_13,sensor_47,0.11105405594396515,0.11105405594396515
sensor_01,sensor_12,-0.1108503204343416,0.1108503204343416
sensor_41,sensor_49,-0.1105805241640463,0.1105805241640463
sensor_02,sensor_48,0.11036963361252129,0.11036963361252129
sensor_27,sensor_46,0.1097367476179688,0.1097367476179688
sensor_17,sensor_21,0.1090242779887354,0.1090242779887354
sensor_01,sensor_09,0.10820443268138076,0.10820443268138076
sensor_33,sensor_42,0.10819650483285614,0.10819650483285614
sensor_09,sensor_36,0.10809927765049744,0.10809927765049744
sensor_22,sensor_30,0.10745701017603362,0.10745701017603362
sensor_11,sensor_26,0.10685176792105042,0.10685176792105042
sensor_39,sensor_46,-0.1068410141992132,0.1068410141992132
sensor_31,sensor_45,-0.10635269199344376,0.10635269199344376
sensor_09,sensor_27,0.10628087932157813,0.10628087932157813
sensor_24,sensor_30,0.10614733055873155,0.10614733055873155
sensor_21,sensor_32,-0.10596353586228016,0.10596353586228016
sensor_00,sensor_43,0.10584188993955143,0.10584188993955143
sensor_35,sensor_38,0.10567527140122586,0.10567527140122586
sensor_12,sensor_33,-0.10471742494370337,0.10471742494370337
sensor_32,sensor_48,0.10443020936340949,0.10443020936340949
sensor_21,sensor_42,-0.10426225940610023,0.10426225940610023
sensor_01,sensor_30,-0.10415367868606279,0.10415367868606279
sensor_04,sensor_51,0.10375516011617229,0.10375516011617229
sensor_24,sensor_39,-0.1036570355309063,0.1036570355309063
sensor_33,sensor_34,-0.10358329119372701,0.10358329119372701
sensor_02,sensor_08,-0.1022642013462605,0.1022642013462605
sensor_00,sensor_48,0.1021529346311496,0.1021529346311496
sensor_02,sensor_05,-0.10211073462274779,0.10211073462274779
sensor_18,sensor_29,-0.10189963150908776,0.10189963150908776
sensor_39,sensor_43,0.10156378015804168,0.10156378015804168
sensor_21,sensor_28,-0.10114991592486995,0.10114991592486995
sensor_00,sensor_26,0.10088841010571335,0.10088841010571335
sensor_29,sensor_47,-0.1007907692875393,0.1007907692875393
sensor_20,sensor_32,-0.10034936954153921,0.10034936954153921
sensor_09,sensor_51,-0.10033481168011403,0.10033481168011403
sensor_24,sensor_41,-0.10005994484765048,0.10005994484765048
sensor_12,sensor_35,0.09840358749298957,0.09840358749298957
sensor_24,sensor_43,0.098226839575177,0.098226839575177
sensor_01,sensor_23,-0.09803083718883322,0.09803083718883322
sensor_04,sensor_32,0.09776017288903886,0.09776017288903886
sensor_27,sensor_45,0.09620244973823308,0.09620244973823308
sensor_20,sensor_35,0.09497672766544651,0.09497672766544651
sensor_00,sensor_37,-0.09458290230056089,0.09458290230056089
sensor_19,sensor_41,-0.09395856334943704,0.09395856334943704
sensor_00,sensor_40,0.09381816102748149,0.09381816102748149
sensor_31,sensor_34,0.09380875604629321,0.09380875604629321
sensor_26,sensor_45,-0.09359285075532377,0.09359285075532377
sensor_26,sensor_39,0.09356449268829313,0.09356449268829313
sensor_20,sensor_29,-0.09324793635429458,0.09324793635429458
sensor_02,sensor_22,-0.09309259795374128,0.09309259795374128
sensor_43,sensor_49,0.0929443984008532,0.0929443984008532
sensor_00,sensor_39,-0.09263833253503338,0.09263833253503338
sensor_33,sensor_39,0.09240803687338245,0.09240803687338245
sensor_17,sensor_29,-0.09240677467951526,0.09240677467951526
sensor_04,sensor_09,0.09223204029490202,0.09223204029490202
sensor_30,sensor_45,0.09200628391880881,0.09200628391880881
sensor_00,sensor_08,0.091480424152445,0.091480424152445
sensor_47,sensor_48,0.09144860006059621,0.09144860006059621
sensor_07,sensor_26,0.09139527300904889,0.09139527300904889
sensor_02,sensor_46,0.09063216319127325,0.09063216319127325
sensor_01,sensor_47,0.09036232726788142,0.09036232726788142
sensor_30,sensor_33,0.08980608611424085,0.08980608611424085
sensor_32,sensor_46,0.08929057214516838,0.08929057214516838
sensor_01,sensor_39,0.0891425100027197,0.0891425100027197
sensor_00,sensor_13,0.08878106761591653,0.08878106761591653
sensor_24,sensor_51,-0.08864675647740596,0.08864675647740596
sensor_19,sensor_44,0.08860092536348754,0.08860092536348754
sensor_29,sensor_43,-0.08856158453876113,0.08856158453876113
sensor_24,sensor_46,0.08802269949428534,0.08802269949428534
sensor_44,sensor_51,0.08798372814556499,0.08798372814556499
sensor_24,sensor_25,0.08769182384181665,0.08769182384181665
sensor_42,sensor_49,-0.08767666002263802,0.08767666002263802
sensor_24,sensor_37,-0.08755091285048067,0.08755091285048067
sensor_08,sensor_41,-0.08733349771130891,0.08733349771130891
sensor_04,sensor_13,0.08732503453510064,0.08732503453510064
sensor_10,sensor_45,-0.08729528653774632,0.08729528653774632
sensor_02,sensor_33,0.08722590366646274,0.08722590366646274
sensor_03,sensor_29,-0.08717052425182062,0.08717052425182062
sensor_02,sensor_39,0.08670693186683578,0.08670693186683578
sensor_21,sensor_44,0.08633615458626874,0.08633615458626874
sensor_04,sensor_40,0.08628086730941953,0.08628086730941953
sensor_39,sensor_40,-0.08588252788940412,0.08588252788940412
sensor_25,sensor_30,-0.08552668671364733,0.08552668671364733
sensor_14,sensor_22,0.08550180254771411,0.08550180254771411
sensor_05,sensor_29,0.08538481091426055,0.08538481091426055
sensor_34,sensor_41,0.08530749669026466,0.08530749669026466
sensor_21,sensor_41,-0.0852474142647507,0.0852474142647507
sensor_04,sensor_43,0.08522618293466465,0.08522618293466465
sensor_19,sensor_31,-0.08478273747298522,0.08478273747298522
sensor_00,sensor_23,0.08447959456562376,0.08447959456562376
sensor_19,sensor_46,0.08427672933630408,0.08427672933630408
sensor_09,sensor_44,0.0840771773128345,0.0840771773128345
sensor_24,sensor_42,-0.0839817279876566,0.0839817279876566
sensor_42,sensor_46,0.0836380398887525,0.0836380398887525
sensor_36,sensor_49,0.08360881370800088,0.08360881370800088
sensor_08,sensor_12,0.08356695199923865,0.08356695199923865
sensor_32,sensor_49,-0.08303918366606355,0.08303918366606355
sensor_01,sensor_06,0.08222650365262768,0.08222650365262768
sensor_11,sensor_36,0.0821827103079802,0.0821827103079802
sensor_10,sensor_51,0.08134707087068911,0.08134707087068911
sensor_31,sensor_51,-0.08102370284560316,0.08102370284560316
sensor_02,sensor_31,-0.08096426261486472,0.08096426261486472
sensor_19,sensor_39,-0.08095149393113578,0.08095149393113578
sensor_02,sensor_38,0.08094501459275341,0.08094501459275341
sensor_28,sensor_43,-0.08082459281020746,0.08082459281020746
sensor_42,sensor_45,0.0807745980245821,0.0807745980245821
sensor_18,sensor_51,0.08075859291489268,0.08075859291489268
sensor_34,sensor_42,0.08070360325685227,0.08070360325685227
sensor_21,sensor_46,0.08043289336444781,0.08043289336444781
sensor_33,sensor_41,0.08030831537093973,0.08030831537093973
sensor_30,sensor_43,0.08017455742358262,0.08017455742358262
sensor_02,sensor_24,0.0801246330186927,0.0801246330186927
sensor_25,sensor_44,-0.07988392053682794,0.07988392053682794
sensor_22,sensor_38,-0.07892088612391242,0.07892088612391242
sensor_11,sensor_33,0.07844750924456476,0.07844750924456476
sensor_41,sensor_44,0.07779046046162474,0.07779046046162474
sensor_09,sensor_10,0.07759921811286594,0.07759921811286594
sensor_22,sensor_31,0.07711649293121926,0.07711649293121926
sensor_37,sensor_47,-0.07676751012048125,0.07676751012048125
sensor_11,sensor_47,0.07675683403336851,0.07675683403336851
sensor_03,sensor_39,0.07647448007502604,0.07647448007502604
sensor_33,sensor_45,-0.07608746656683932,0.07608746656683932
sensor_05,sensor_31,0.07495070212657817,0.07495070212657817
sensor_33,sensor_46,-0.07484532477701787,0.07484532477701787
sensor_00,sensor_36,0.07448493550175898,0.07448493550175898
sensor_26,sensor_42,0.07425019814770524,0.07425019814770524
sensor_38,sensor_44,0.07411750555682223,0.07411750555682223
sensor_01,sensor_24,-0.07408304495342272,0.07408304495342272
sensor_17,sensor_51,0.07407060678219018,0.07407060678219018
sensor_20,sensor_49,0.07371111386476334,0.07371111386476334
sensor_14,sensor_25,0.07353086257653889,0.07353086257653889
sensor_22,sensor_45,0.07338622230235721,0.07338622230235721
sensor_18,sensor_25,0.07301802183240302,0.07301802183240302
sensor_01,sensor_40,0.0729691449079647,0.0729691449079647
sensor_30,sensor_36,0.07284162119891642,0.07284162119891642
sensor_37,sensor_45,-0.07273358323345488,0.07273358323345488
sensor_21,sensor_31,-0.07273344224707998,0.07273344224707998
sensor_02,sensor_11,-0.0723786318838309,0.0723786318838309
sensor_00,sensor_17,0.07233266586057382,0.07233266586057382
sensor_04,sensor_05,-0.07195730324696145,0.07195730324696145
sensor_31,sensor_44,-0.07194379886328098,0.07194379886328098
sensor_47,sensor_51,0.07187573725575183,0.07187573725575183
sensor_04,sensor_37,-0.0716779775614217,0.0716779775614217
sensor_12,sensor_51,-0.0714147446549247,0.0714147446549247
sensor_21,sensor_39,-0.07095257186924049,0.07095257186924049
sensor_10,sensor_38,0.07094070129181426,0.07094070129181426
sensor_09,sensor_29,-0.0705070420506343,0.0705070420506343
sensor_09,sensor_31,0.0702959712122644,0.0702959712122644
sensor_08,sensor_25,-0.07027609057380511,0.07027609057380511
sensor_00,sensor_18,0.07016651974110447,0.07016651974110447
sensor_12,sensor_43,0.07011838282255424,0.07011838282255424
sensor_23,sensor_25,0.06993479318382126,0.06993479318382126
sensor_48,sensor_51,0.06988795993906553,0.06988795993906553
sensor_24,sensor_31,0.06984106307029764,0.06984106307029764
sensor_19,sensor_45,0.0691231000340999,0.0691231000340999
sensor_07,sensor_19,0.06906235441156776,0.06906235441156776
sensor_25,sensor_37,-0.06900837417890907,0.06900837417890907
sensor_17,sensor_25,0.068735413862549,0.068735413862549
sensor_19,sensor_33,-0.06844290967447433,0.06844290967447433
sensor_04,sensor_28,-0.06843986773804626,0.06843986773804626
sensor_24,sensor_27,0.0684208061531595,0.0684208061531595
sensor_26,sensor_51,-0.06831463731780382,0.06831463731780382
sensor_13,sensor_19,0.06826053927174541,0.06826053927174541
sensor_13,sensor_20,0.06820765184205094,0.06820765184205094
sensor_20,sensor_27,0.0676430716768549,0.0676430716768549
sensor_25,sensor_39,0.06725648720031006,0.06725648720031006
sensor_16,sensor_23,0.06713563561699552,0.06713563561699552
sensor_13,sensor_21,0.06691500274300806,0.06691500274300806
sensor_20,sensor_34,0.06657633698867144,0.06657633698867144
sensor_23,sensor_51,-0.06608125537245439,0.06608125537245439
sensor_12,sensor_25,-0.0655816397184987,0.0655816397184987
sensor_29,sensor_42,0.06536458611074131,0.06536458611074131
sensor_21,sensor_33,-0.0650195997553947,0.0650195997553947
sensor_30,sensor_31,-0.06439858758869861,0.06439858758869861
sensor_00,sensor_22,0.06410932926784135,0.06410932926784135
sensor_12,sensor_26,-0.06352418199201515,0.06352418199201515
sensor_24,sensor_38,-0.06332946564319616,0.06332946564319616
sensor_27,sensor_36,0.06330930523047901,0.06330930523047901
sensor_07,sensor_21,0.06314877540811699,0.06314877540811699
sensor_01,sensor_48,0.06301363566104759,0.06301363566104759
sensor_28,sensor_32,0.06289230397105519,0.06289230397105519
sensor_26,sensor_41,0.06277069542883183,0.06277069542883183
sensor_31,sensor_42,0.06273072328784651,0.06273072328784651
sensor_21,sensor_45,0.06260097505600837,0.06260097505600837
sensor_05,sensor_51,-0.06254504571206534,0.06254504571206534
sensor_39,sensor_45,-0.06249144044128901,0.06249144044128901
sensor_10,sensor_30,-0.06210378490308738,0.06210378490308738
sensor_03,sensor_36,0.06197467935200845,0.06197467935200845
sensor_20,sensor_48,0.061623189934559515,0.061623189934559515
sensor_01,sensor_05,-0.06113703327771471,0.06113703327771471
sensor_06,sensor_16,0.060940091842397015,0.060940091842397015
sensor_16,sensor_37,-0.06060283523383909,0.06060283523383909
sensor_19,sensor_40,0.06057473832032028,0.06057473832032028
sensor_34,sensor_38,0.06028277885901721,0.06028277885901721
sensor_12,sensor_38,-0.06027291953625637,0.06027291953625637
sensor_02,sensor_44,0.06020785241729731,0.06020785241729731
sensor_09,sensor_12,-0.05989677679641575,0.05989677679641575
sensor_08,sensor_51,-0.05966731034391042,0.05966731034391042
sensor_09,sensor_33,0.05956922741635463,0.05956922741635463
sensor_09,sensor_45,0.05922465676450741,0.05922465676450741
sensor_31,sensor_48,-0.0591214534448433,0.0591214534448433
sensor_24,sensor_45,0.05850925012068055,0.05850925012068055
sensor_24,sensor_47,0.05850910965560832,0.05850910965560832
sensor_03,sensor_51,-0.058162697521323,0.058162697521323
sensor_21,sensor_40,0.05768645185452524,0.05768645185452524
sensor_05,sensor_33,0.05752628020661177,0.05752628020661177
sensor_41,sensor_51,0.05744230068580426,0.05744230068580426
sensor_29,sensor_38,-0.05720097915825674,0.05720097915825674
sensor_24,sensor_44,0.05712103108879983,0.05712103108879983
sensor_01,sensor_13,-0.05696312456380585,0.05696312456380585
sensor_00,sensor_38,-0.05695165596108362,0.05695165596108362
sensor_07,sensor_34,0.05679772418937721,0.05679772418937721
sensor_02,sensor_09,-0.0566401592970985,0.0566401592970985
sensor_04,sensor_23,0.056560688615738125,0.056560688615738125
sensor_02,sensor_51,0.056327205380504626,0.056327205380504626
sensor_16,sensor_22,0.056010846483254245,0.056010846483254245
sensor_35,sensor_42,-0.05570526446667345,0.05570526446667345
sensor_05,sensor_19,-0.0551542458372092,0.0551542458372092
sensor_13,sensor_38,-0.05485972067821852,0.05485972067821852
sensor_10,sensor_24,0.05482002387176961,0.05482002387176961
sensor_21,sensor_34,0.05465263959991399,0.05465263959991399
sensor_35,sensor_45,0.054555114202046145,0.054555114202046145
sensor_19,sensor_34,0.0541495112363074,0.0541495112363074
sensor_13,sensor_51,-0.054108429219476284,0.054108429219476284
sensor_16,sensor_26,0.053848595522497406,0.053848595522497406
sensor_11,sensor_38,-0.05382003763412489,0.05382003763412489
sensor_16,sensor_35,0.05379296997782189,0.05379296997782189
sensor_24,sensor_49,0.05313919585906801,0.05313919585906801
sensor_36,sensor_51,0.05265986064619302,0.05265986064619302
sensor_03,sensor_31,0.05254677449784926,0.05254677449784926
sensor_30,sensor_47,0.052532033751614415,0.052532033751614415
sensor_02,sensor_47,0.05234190310118458,0.05234190310118458
sensor_13,sensor_25,-0.05205928078180068,0.05205928078180068
sensor_45,sensor_51,0.05180292179523587,0.05180292179523587
sensor_04,sensor_24,0.0512406146363613,0.0512406146363613
sensor_29,sensor_45,-0.050978357804779544,0.050978357804779544
sensor_01,sensor_29,-0.05095585095224137,0.05095585095224137
sensor_04,sensor_46,0.05083170486340458,0.05083170486340458
sensor_01,sensor_37,0.050761923414669126,0.050761923414669126
sensor_20,sensor_42,-0.05053334836903695,0.05053334836903695
sensor_20,sensor_26,-0.04997240157644881,0.04997240157644881
sensor_05,sensor_21,-0.049754215866857805,0.049754215866857805
sensor_40,sensor_51,-0.04970851694735587,0.04970851694735587
sensor_00,sensor_35,0.04950656500803758,0.04950656500803758
sensor_04,sensor_30,0.049238690098333884,0.049238690098333884
sensor_26,sensor_46,0.0490229451153263,0.0490229451153263
sensor_27,sensor_43,0.048649786964164526,0.048649786964164526
sensor_32,sensor_39,0.04862186818546361,0.04862186818546361
sensor_25,sensor_47,0.04853969034853015,0.04853969034853015
sensor_07,sensor_20,0.04814184305650793,0.04814184305650793
sensor_06,sensor_25,-0.04757984862020848,0.04757984862020848
sensor_16,sensor_29,-0.047453364934554446,0.047453364934554446
sensor_01,sensor_19,0.04721579308754529,0.04721579308754529
sensor_20,sensor_31,-0.047143866022528236,0.047143866022528236
sensor_10,sensor_27,-0.047039762248856025,0.047039762248856025
sensor_06,sensor_51,0.04681322168622566,0.04681322168622566
sensor_32,sensor_44,0.04648387304477861,0.04648387304477861
sensor_02,sensor_13,-0.04647149799820867,0.04647149799820867
sensor_00,sensor_46,0.046380928699745694,0.046380928699745694
sensor_18,sensor_48,-0.04629924315284864,0.04629924315284864
sensor_11,sensor_20,-0.04596729121007423,0.04596729121007423
sensor_32,sensor_45,-0.045859124239370816,0.045859124239370816
sensor_00,sensor_19,0.04579992979650592,0.04579992979650592
sensor_02,sensor_27,-0.045785723008116945,0.045785723008116945
sensor_10,sensor_44,-0.04574824817710255,0.04574824817710255
sensor_02,sensor_14,0.04569108653569159,0.04569108653569159
sensor_05,sensor_34,-0.045543279898708676,0.045543279898708676
sensor_42,sensor_51,0.04508174324614166,0.04508174324614166
sensor_04,sensor_49,0.044715828111221614,0.044715828111221614
sensor_31,sensor_41,0.044621706954494196,0.044621706954494196
sensor_29,sensor_31,0.044618354160043505,0.044618354160043505
sensor_16,sensor_25,0.04440624880360125,0.04440624880360125
sensor_25,sensor_51,0.04438832991256702,0.04438832991256702
sensor_03,sensor_19,0.044372477124783365,0.044372477124783365
sensor_14,sensor_26,0.04374055329705058,0.04374055329705058
sensor_13,sensor_16,0.04351242813574851,0.04351242813574851
sensor_02,sensor_18,-0.043436088794724985,0.043436088794724985
sensor_32,sensor_42,0.04338875820363458,0.04338875820363458
sensor_29,sensor_41,0.04321686817107206,0.04321686817107206
sensor_03,sensor_21,0.04320491441923236,0.04320491441923236
sensor_31,sensor_47,0.043025509934441354,0.043025509934441354
sensor_10,sensor_33,-0.04276589266749264,0.04276589266749264
sensor_22,sensor_51,-0.04273823031220469,0.04273823031220469
sensor_10,sensor_48,-0.042460759438897544,0.042460759438897544
sensor_00,sensor_21,0.04236154393352079,0.04236154393352079
sensor_25,sensor_48,-0.04220607123330846,0.04220607123330846
sensor_18,sensor_37,-0.04197307148108808,0.04197307148108808
sensor_18,sensor_24,-0.04194563761634194,0.04194563761634194
sensor_31,sensor_46,-0.04173205326450727,0.04173205326450727
sensor_12,sensor_19,0.04173049673954062,0.04173049673954062
sensor_20,sensor_44,0.041561755443798004,0.041561755443798004
sensor_17,sensor_37,-0.04155187622097926,0.04155187622097926
sensor_04,sensor_38,-0.04155018804674088,0.04155018804674088
sensor_18,sensor_26,0.04122965804395057,0.04122965804395057
sensor_00,sensor_44,-0.04085958362233863,0.04085958362233863
sensor_25,sensor_42,0.04082488026444221,0.04082488026444221
sensor_17,sensor_26,0.04071797462494779,0.04071797462494779
sensor_01,sensor_21,0.04048784950700446,0.04048784950700446
sensor_11,sensor_18,-0.04022466410400675,0.04022466410400675
sensor_17,sensor_48,-0.03995189433689859,0.03995189433689859
sensor_00,sensor_31,0.03990845107627607,0.03990845107627607
sensor_20,sensor_41,-0.039825477866958815,0.039825477866958815
sensor_17,sensor_22,0.03958067890720133,0.03958067890720133
sensor_46,sensor_51,0.03956606884463457,0.03956606884463457
sensor_28,sensor_47,-0.03940725910148206,0.03940725910148206
sensor_04,sensor_36,0.039389589902156304,0.039389589902156304
sensor_06,sensor_17,0.03924547845979926,0.03924547845979926
sensor_02,sensor_17,-0.03904403425939967,0.03904403425939967
sensor_18,sensor_22,0.03902612037489451,0.03902612037489451
sensor_00,sensor_28,0.03897915774586391,0.03897915774586391
sensor_18,sensor_34,0.03882316990593275,0.03882316990593275
sensor_29,sensor_51,-0.038741245024791794,0.038741245024791794
sensor_02,sensor_06,-0.0380863691873741,0.0380863691873741
sensor_07,sensor_51,-0.037989431212650644,0.037989431212650644
sensor_33,sensor_40,-0.037839731954063704,0.037839731954063704
sensor_06,sensor_18,0.037820428029338694,0.037820428029338694
sensor_25,sensor_45,-0.037732184250825494,0.037732184250825494
sensor_37,sensor_43,-0.03761833231624086,0.03761833231624086
sensor_26,sensor_44,-0.037395830980596276,0.037395830980596276
sensor_00,sensor_01,-0.03695228293127019,0.03695228293127019
sensor_27,sensor_47,0.03680835825388644,0.03680835825388644
sensor_12,sensor_21,0.03663003179778895,0.03663003179778895
sensor_01,sensor_35,-0.036273180042843536,0.036273180042843536
sensor_20,sensor_24,-0.035950020295969054,0.035950020295969054
sensor_20,sensor_40,0.035741351789577894,0.035741351789577894
sensor_10,sensor_18,0.03559905021564925,0.03559905021564925
sensor_10,sensor_17,0.035571584648341065,0.035571584648341065
sensor_02,sensor_32,-0.03546191560509397,0.03546191560509397
sensor_38,sensor_49,-0.035207268364445043,0.035207268364445043
sensor_30,sensor_38,-0.03496248342050527,0.03496248342050527
sensor_17,sensor_24,-0.034724535618866854,0.034724535618866854
sensor_17,sensor_38,-0.03469642954096464,0.03469642954096464
sensor_14,sensor_37,-0.03457141337268918,0.03457141337268918
sensor_25,sensor_41,0.034475165499350945,0.034475165499350945
sensor_17,sensor_34,0.03434078997664471,0.03434078997664471
sensor_19,sensor_25,0.03425000014352982,0.03425000014352982
sensor_38,sensor_45,0.03376268865857148,0.03376268865857148
sensor_29,sensor_39,0.033569753646728075,0.033569753646728075
sensor_18,sensor_38,-0.03342142637434711,0.03342142637434711
sensor_34,sensor_48,-0.03333199665503098,0.03333199665503098
sensor_24,sensor_34,-0.03319262697766855,0.03319262697766855
sensor_07,sensor_16,0.0331548302205406,0.0331548302205406
sensor_03,sensor_18,-0.033092737456033784,0.033092737456033784
sensor_11,sensor_17,-0.03290554966589838,0.03290554966589838
sensor_05,sensor_25,-0.03289274353353707,0.03289274353353707
sensor_16,sensor_32,0.03283077040952761,0.03283077040952761
sensor_02,sensor_30,-0.03267446882606614,0.03267446882606614
