sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_51
1.0,0.09179898624941044,0.43866846774051016,0.2860388256635968,0.9152397230074711,0.3995539581634253,0.6190323932576298,0.5727825847560785,0.45927966030174205,0.43884329135621863,0.70124587947395,0.5713870450370199,0.4897000220400398,0.10607799242554558,0.008865197978513336,0.006711845452212051,0.008435109284419462,0.02741527868251794,0.008515738359438798,0.01232170234006653,0.01377447203757695,0.021097405138419192,0.029441916852043497,0.005209965235070241,0.02630917230408251,0.03694386541807613,0.023953302190988346,-0.04458542875824868,-0.02874245128977978,0.005758023152391609,0.002311743652500281,0.02661245777314072,-0.023088702202945434,0.09687248616091582,0.04230313842031214,0.04101844575278201,-0.08932474068584337,-0.004423860845637917,-0.26876781014564927,0.068693698781891,-0.07376625900684056,-0.17424559313092375,-0.05677224663548636,-0.0237938486933403,-0.06853801307972726,-0.06300559488485186,-0.019204601942810692,0.19839642779686478,0.08732577497667157,0.3067577176280763
0.09179898624941044,1.0,0.2771977736629689,0.3297793180057844,0.09480216485558256,0.03771796660471591,0.15379332791124917,0.18901446431883628,0.22118191440102258,0.16125232167875317,0.0020700604465672167,0.007759247516292658,-0.009212751788783622,0.030237485101347574,0.14565108188369824,0.14180384903647028,0.11926858030656798,0.11321418425107979,0.1418518227304667,0.1431772593650003,0.1436694997633269,0.13249328420857134,0.1319528516123971,0.1289703447842548,0.1379467388576011,0.08240363838988846,0.08221158573675645,0.05204709959202866,0.07037950151375222,0.08862804540353306,0.054946017972598224,0.034578310641002794,0.09894746397552344,-0.040210477902263675,0.111005048676098,0.0799229306460503,0.0348788232451434,0.15949511906986336,0.06416140895787001,0.10920043658805424,0.1798961915878421,0.15359095043026239,0.14511048512036911,0.21019406195309295,0.20120481843293272,0.12321191299389508,0.11220131082097905,0.1420651100816227,0.23537043703841215,0.03971874971764534
0.43866846774051016,0.2771977736629689,1.0,0.6019062547956975,0.3680756572376571,0.1085535225077613,0.2107803439515656,0.20725577728799774,0.12413818592558915,0.14766600068365915,0.23417609418209948,0.17749521899967105,0.2559459383469434,-0.04803731732403259,-0.10204209221220299,-0.10521941352817889,-0.10840018045782883,-0.09302550689892625,-0.1034757640542513,-0.10069145857458378,-0.09953661163326148,-0.10446985623219336,-0.11467767733354092,-0.11542417632372454,-0.09335268237694042,-0.10999558740520089,-0.025372066141194152,-0.1273831040622287,0.05249819215623161,-0.0748746812165586,-0.08571754818924904,-0.07135551918322695,-0.06475323131264657,-0.19160751926924047,-0.1704116880033448,-0.15741844273326638,0.17303548623286988,0.07780981711907825,-0.10288416654296054,0.010927290186368066,0.11136253395375674,0.04191075742987301,0.04864153224904487,0.05508156380561253,0.08296491020254226,0.04312927957685258,0.04939760180471597,0.15885724031135234,0.14872582290007247,0.17369703052508648
0.2860388256635968,0.3297793180057844,0.6019062547956975,1.0,0.2251530082048293,0.010765685739548678,0.37985609885915556,0.3134843272742893,0.2632167482562867,0.21756161290591844,0.1487224760629044,0.3503824394270575,0.2771453179128846,0.23402373470749788,-0.05401049764852113,-0.056471726277206064,-0.07776868719378018,-0.06549873442085843,-0.05254627803710466,-0.04882861035962839,-0.04684462413217561,-0.02721231886220688,0.019310921426344597,-0.06076707129683007,-0.05377340199174592,-0.02612485704502496,0.12578196481784867,-0.1316978247590089,-0.10608662483493587,0.046051948968374744,-0.023929299116001296,0.017577225535036784,-0.04298489588785057,0.014101859318318971,0.09359264767613587,0.054189422591004587,-0.10869062152933852,0.1542209851381308,-0.02164717067025752,0.17157921508549112,0.12044385755728984,0.08280627744743607,0.14401015437127473,0.19594885122166086,0.14562766734797533,0.1296103604060197,0.11904283427312724,0.34304205318390657,0.2439129060946147,0.05475212568718156
0.9152397230074711,0.09480216485558256,0.3680756572376571,0.2251530082048293,1.0,0.4285450142958835,0.5774448006357665,0.4956293677295152,0.39072192041509224,0.35393624652890204,0.6497525056338888,0.56536239363374,0.48408994204149614,0.10936872734261197,0.038803494347012725,0.03508968405374201,0.03270239787103356,0.04884418163311668,0.03803172505045548,0.04164589467430663,0.043148461244975546,0.04346606885977818,0.05336997238333885,0.03743196278672466,0.051152895222574275,0.05316963771405891,0.035880869435303345,-0.027494997188825115,0.014407089252666164,0.02970043485902946,0.01734697894383912,0.040151328479464635,0.008274793557991898,0.061082267425584834,0.03963955193289841,0.03794163952954039,-0.0649823773312162,0.011255441374606571,-0.22712204774384834,0.07176788926934134,-0.05257282584070967,-0.14714318646088156,-0.04975209716937692,-0.010432584279187817,-0.0847142359767327,-0.09158009932195342,-0.040215455376099066,0.18400531869539696,0.08427610501663607,0.2768877828868941
0.3995539581634253,0.03771796660471591,0.1085535225077613,0.010765685739548678,0.4285450142958835,1.0,0.056574669618051875,0.14710983786820556,0.09973450466875028,0.12333362931131127,0.24350016876916428,0.12272729679011032,0.1384200253980113,-0.18183682620601463,-0.045778048348695956,-0.041461653399395115,-0.03736844940367342,-0.0399110779914021,-0.04921284994808282,-0.046220587590249225,-0.04182670489329673,-0.07517848337619336,-0.08862913491812725,-0.049889721641632696,-0.04992713138865168,-0.06871675789496955,-0.039570883839308436,0.04065634466062566,0.01903158667105616,-0.09152889672691628,-0.006988575725008023,-0.0990083516737223,-0.03118642592547026,-0.05201080858903546,-0.09793264446426371,-0.11092074144277525,0.21323592324144383,0.17348270740702765,-0.0022547789608423296,-0.10631279234855767,0.10645108605196367,0.00027112554007690035,-0.1368009896933815,-0.1485717965305606,-0.13359558819035766,-0.2303449994485297,-0.14944627757154993,-0.21872612527961713,-0.12249890984481876,0.07006733051100832
0.6190323932576298,0.15379332791124917,0.2107803439515656,0.37985609885915556,0.5774448006357665,0.056574669618051875,1.0,0.6777618489497141,0.609552935794531,0.4571074676736139,0.5085350226127267,0.6266271433800451,0.46555350495586917,0.5224666149374032,0.21605241854197402,0.21181684235210796,0.18924890882745526,0.19099932552568596,0.21729775463635506,0.21837024348081002,0.21796202299740383,0.2704666539174475,0.3227481507323734,0.21025820421398406,0.21972204525987746,0.24370629116765613,0.21136272002047995,-0.036024364219192875,-0.10461720289063696,0.24679924440498185,0.12384905824396769,0.2161209851102959,0.10617807960567807,0.3206771165566344,0.4575182354144554,0.3998049525802064,-0.5666347472965512,0.019028902223917423,-0.19555457237344,0.27623017373560876,-0.11135255944600574,-0.16279811636770686,0.0728813348318073,0.24117559407891911,0.13264143287771635,0.21109378098031606,0.13721977797273704,0.5419753463960969,0.32757717506835654,0.21650064180678624
0.5727825847560785,0.18901446431883628,0.20725577728799774,0.3134843272742893,0.4956293677295152,0.14710983786820556,0.6777618489497141,1.0,0.8058262439156303,0.6758124270332627,0.38813243313008877,0.5761749675734381,0.35199744639247077,0.3437569663463156,0.06925244703660652,0.06928386035920729,0.0693221939931686,0.06473193600893269,0.06037109637976452,0.058915504582698015,0.05758651827040447,0.07879230208641873,0.11584367204036944,0.06629434842380094,0.051796030343617905,0.06904617367653615,0.1050854137556052,-0.0887757912382957,-0.05423425106736935,0.11537596463916118,0.023963508382210036,0.0793620680612905,0.03240099994073289,0.10389661496655528,0.17936728253419862,0.12323005666282252,-0.23658448895960893,0.043960230985145836,-0.14881968013225688,0.2217677024538152,-0.04014325056569511,-0.09473922812449405,0.07896120957974968,0.18049478046160264,0.10431805269239097,0.13263052175811535,0.11667100227533016,0.3640034674257919,0.22805021196027284,0.15187225992391035
0.45927966030174205,0.22118191440102258,0.12413818592558915,0.2632167482562867,0.39072192041509224,0.09973450466875028,0.609552935794531,0.8058262439156303,1.0,0.7521974051647092,0.3177171021819553,0.4779336462176139,0.2802618886664535,0.32270815217250376,0.09483943513787656,0.09403390161698073,0.08049146294039873,0.08116457949058059,0.09449003712379972,0.09497512187438817,0.09553283948057018,0.11346181605877964,0.1491356286462322,0.09919192412531021,0.09288141310793213,0.11990159955873513,0.10214060979551048,-0.021621065827556348,-0.039213388700932175,0.13690031692299579,0.05443407182833993,0.122784679971073,0.05331770793159955,0.15461994790592581,0.20421804686345207,0.1783416552367394,-0.23520009861172023,0.05068386095440115,-0.11016365226206509,0.20016787086846705,-0.008568871714338552,-0.053987979596681196,0.08231995056439007,0.18592010438674206,0.1016089364330525,0.12275511933742517,0.13684333876543986,0.3025599423170608,0.19880720425023188,0.1038519721844446
0.43884329135621863,0.16125232167875317,0.14766600068365915,0.21756161290591844,0.35393624652890204,0.12333362931131127,0.4571074676736139,0.6758124270332627,0.7521974051647092,1.0,0.329203583512277,0.3326198842964832,0.17876549731723423,0.17202012139320344,0.05402752293517844,0.05412780782250646,0.048976899674306046,0.05065982011283027,0.053056174573925106,0.05325107357560148,0.05341068264700012,0.07048999351592959,0.08617473910360639,0.057216989693638254,0.05887042401404078,0.09170455950918055,0.04824264223971024,0.008983376531194237,-0.021070556592953704,0.07075914138499254,0.046140205541443914,0.10640781745025604,0.039178180914520404,0.13049209255261113,0.11599870874235121,0.09442310947822626,-0.12193085385118295,0.052752346837182565,-0.06962997143718232,0.12509175286946192,0.030601130016282018,-0.01975738524782965,0.05647078147088415,0.08547765765593938,0.03709660174566636,0.06918680460995348,0.11094157011049406,0.16225806259340497,0.06899889752747189,0.06152346086772471
0.70124587947395,0.0020700604465672167,0.23417609418209948,0.1487224760629044,0.6497525056338888,0.24350016876916428,0.5085350226127267,0.38813243313008877,0.3177171021819553,0.329203583512277,1.0,0.38152242508820094,0.32624421960067407,0.10030171116209916,0.14253375106566207,0.13503967675611137,0.12048212056218345,0.12544240989937822,0.14056106372922197,0.1435795717438549,0.14199484644932336,0.17176336423178148,0.16893868130547565,0.13588434680025216,0.16331012622855098,0.19825226182969086,0.01522766799587507,0.0954511012673756,-0.01363977654592585,0.07630393528109322,0.10311349212951412,0.17771359922419386,0.07570249273799853,0.3161915658646739,0.22112453089294368,0.25010082176074794,-0.2058249089417223,0.04502742595311907,-0.1787656765348142,0.15133545436089477,0.03672872713223255,-0.08330594570649232,0.09989220833004615,0.0014812156443056704,-0.08792714799665974,0.09317792571601477,0.2523305717055215,0.12699192483418958,-0.02632973343148729,0.2457830687631169
0.5713870450370199,0.007759247516292658,0.17749521899967105,0.3503824394270575,0.56536239363374,0.12272729679011032,0.6266271433800451,0.5761749675734381,0.4779336462176139,0.3326198842964832,0.38152242508820094,1.0,0.5609084780122822,0.4527531609370177,0.06798644626987457,0.06712821620977086,0.069357613896211,0.0732866567148902,0.0695708054004855,0.06888325494933482,0.06974125210034823,0.08834518827223087,0.15612774043161334,0.08307883524825763,0.06186834273222881,0.08813881503337688,0.16884820647100574,-0.11060345173040718,-0.033368429379073264,0.21680125646115397,0.04834306964491578,0.11050762454350915,0.06195814783687087,0.06828219417103504,0.19079417420626427,0.09086327983866337,-0.29223010260273075,-0.027366785384164944,-0.22549969055736613,0.2516338179019329,-0.15916539271278596,-0.17656717957768955,0.04426919926604972,0.16908701641453663,0.10236444444107341,0.09330283950584235,0.03914217194187905,0.5019647041722162,0.32796879130880624,0.1566512464211178
0.4897000220400398,-0.009212751788783622,0.2559459383469434,0.2771453179128846,0.48408994204149614,0.1384200253980113,0.46555350495586917,0.35199744639247077,0.2802618886664535,0.17876549731723423,0.32624421960067407,0.5609084780122822,1.0,0.3041316107978551,0.03721788971710842,0.034359462748519434,0.004964255246691586,0.01990985529270189,0.04749013392434784,0.0518690385148968,0.05359493744159284,0.06601326167296244,0.08927308278305246,0.0566192194138482,0.0495132551922762,0.044645892888515046,0.09166771064636386,-0.09506657273229786,-0.007267978364703379,0.09493819406676868,0.021269683749904098,0.01837282987449592,-0.014189221586204842,-0.028387717414662988,0.058139833598649174,0.0562647834378419,-0.19834006717991415,-0.023399915805879325,-0.1932886170439644,0.13978847272516795,-0.11183221370025846,-0.13493694376650134,0.009566578512693867,0.11063184905805702,0.07591572193514295,0.06761163732758442,0.00413333258061878,0.3670169579375971,0.26701328261821106,0.09910494398854555
0.10607799242554558,0.030237485101347574,-0.04803731732403259,0.23402373470749788,0.10936872734261197,-0.18183682620601463,0.5224666149374032,0.3437569663463156,0.32270815217250376,0.17202012139320344,0.10030171116209916,0.4527531609370177,0.3041316107978551,1.0,0.26156574850031233,0.25423287364251673,0.2216394032764756,0.2085403487128155,0.2562186267899678,0.2579351478807435,0.2546845975062734,0.30182310840866194,0.35921500772574566,0.26223236136185435,0.24864661938453514,0.2736312086177742,0.2182556976983033,-0.000538746898721609,-0.03878272165084836,0.33650218664472437,0.15292937313177035,0.2409061539295401,0.1448438801504036,0.2684350485589103,0.4254080894469061,0.35967029311571536,-0.533837921099937,-0.05097747938506654,-0.11779153894361843,0.2787424939082532,-0.1728649283788684,-0.1294292897134443,0.08489848313182907,0.23035213392839765,0.1506871237296941,0.20384244436153942,0.0999389082380357,0.5041497019950025,0.25712648191201626,0.014823427349715142
