meta__episode_id,normal,normal_percent,abnormal,abnormal_percent,recovery,recovery_percent,episode_total_rows
0,17155,0.9477900552486188,1,5.524861878453039e-05,944,0.052154696132596684,18100
1,6410,0.6732486083394601,1,0.00010503098414032139,3110,0.3266463606763995,9521
2,41697,0.9694722157637758,1,2.3250406882120437e-05,1312,0.030504533829342012,43010
3,7159,0.9219575016097875,1,0.000128783000643915,605,0.07791371538956858,7765
4,49644,0.8554148358749031,1,1.7230981304385284e-05,8390,0.14456793314379254,58035
5,4700,0.9911429776465627,1,0.00021088148460565162,41,0.008646140868831717,4742
6,25267,0.9970011443002013,1,3.9458627628931066e-05,75,0.00295939707216983,25343
7,53804,1.0,0,0.0,0,0.0,53804
