sensor,state_scope,mean,std,min,max,median,iqr,p01,p05,p25,p50,p75,p95,p99,skewness,kurtosis,robust_std,distribution_family,lower_bound,upper_bound
sensor_50,normal_clean,203.02128711538978,41.41114772017489,35.3009262084961,1000.0,199.3634,45.13890000000001,104.244811,151.9097,179.3981,199.3634,224.537,267.6505,298.6111,3.927942757504189,75.25655401446133,33.46100815418829,right_skewed,65.51936738324684,333.2074326167532
