sensor,state_scope,mean,std,min,max,median,iqr,p01,p05,p25,p50,p75,p95,p99,skewness,kurtosis,robust_std,distribution_family,lower_bound,upper_bound
sensor_21,normal_clean,880.6375433497138,5.058162726656548,823.8510000000001,1026.352,880.5049,4.070500000000038,860.245184,874.7330000000001,878.5399,880.5049,882.6104,888.0468,896.169528,-0.34214145358248815,11.568010648264142,3.017420311341763,robust_empirical,860.245184,896.169528
sensor_22,normal_clean,520.3095500751804,22.783790176912234,334.251,594.0611,532.9305,29.83809999999994,457.91688,461.58984000000004,504.7214,532.9305,534.5595,536.8865000000001,543.690888,-1.4361766252846733,1.5760163070906006,22.11868050407705,left_skewed,444.45577798369186,594.0611
sensor_23,normal_clean,1031.6501006693684,61.79969417674521,122.6168,1227.564,1003.19,112.71579999999994,939.183176,948.2101600000001,978.6052,1003.19,1091.321,1096.0196,1109.3206,-0.1853341447776727,-0.3073935580984499,83.55507783543362,bounded_normal,668.9696886582656,1227.564
sensor_24,normal_clean,621.3518310678929,17.741054853220156,0.0,1000.0,627.054,16.329500000000053,592.520176,598.5111400000001,612.6895,627.054,629.019,631.7641199999999,636.761304,1.2457887481268421,304.93288983279416,12.104892512972611,right_skewed,578.6344299481095,675.4735700518904
sensor_25,normal_clean,736.7119116425973,24.789721464705746,64.21651,809.3995,746.2048,22.53340000000003,650.845708,690.38974,728.4946,746.2048,751.028,761.03488,779.906516,-2.1308957844990637,21.42146042832792,16.7037805782061,left_skewed,650.845708,809.3995
sensor_26,normal_clean,883.9050297498447,69.17316988088186,719.0004,1091.522,899.1441,136.163,747.004212,752.10238,812.3993,899.1441,948.5623,981.0426,983.768196,-0.33563762212639764,-0.9309177758306779,100.9362490733877,bounded_normal,719.0004,1091.522
sensor_27,normal_clean,504.87324300436535,100.5525726899851,0.0,2000.0,494.2364,77.1773,321.108496,425.77848,453.1682,494.2364,530.3455,619.2154,968.2854280000003,3.4815856816947375,29.535733098304007,57.21074870274278,right_skewed,265.3934051890289,968.2854280000003
sensor_28,normal_clean,918.062973651088,178.38649561597867,88.88153,1330.708,979.931,212.1810999999999,128.742596,669.14972,803.6049,979.931,1015.786,1146.9708,1177.75356,-1.8279723172964835,5.617705868240668,157.28769458858406,left_skewed,128.742596,1330.708
sensor_29,normal_clean,616.1092544396104,148.31454491983422,0.8487216999999999,997.6237,570.5671,184.1408,2.54629683494568,491.98964,544.3779,570.5671,728.5187,805.1831,847.7117040000002,-1.6096556547013825,5.603298910623668,136.50170496664197,left_skewed,2.54629683494568,997.6237
sensor_30,normal_clean,664.3183732358641,94.92556210115825,56.01852,1044.444,672.2222,62.96300000000008,120.3704,606.0185,637.0369999999999,672.2222,700.0,769.4445,818.9814,-3.713731430129559,19.44532525086273,46.67383246849524,left_skewed,120.3704,858.917529873981
sensor_31,normal_clean,925.4333562379735,109.30092481838459,44.79166,1765.104,923.9583,105.20839999999998,703.6458,776.5625,873.4374,923.9583,978.6458,1063.021,1331.771,-0.4824585831554291,15.504620208234407,77.98991845811712,robust_empirical,611.9986261675315,1331.771
sensor_32,normal_clean,883.1688640643505,108.74156751989403,0.2407161,1829.028,897.3002,115.1418000000001,584.401396,683.7099000000001,842.0867,897.3002,957.2285,1012.0061999999999,1033.13188,-1.4667103892498774,7.904687137334381,85.3534469977762,left_skewed,555.8864120088951,1238.713987991105
sensor_33,normal_clean,525.5582722307059,42.542056899699226,341.5694,867.1699,515.6586,54.81719999999996,436.622204,467.77114,497.4919,515.6586,552.3091,601.61376,618.6769880000002,0.5702575470424232,1.2177504138162605,40.6354336545589,bounded_normal,353.11686538176434,678.2003346182356
sensor_34,normal_clean,264.1197202509533,73.48946661580922,106.1456,425.5498,266.767,147.65100000000004,149.612504,162.10866000000001,186.773,266.767,334.42400000000004,367.01158,381.550484,-0.024811306362456063,-1.4696168520015336,109.4521868050408,bounded_normal,106.1456,425.5498
sensor_35,normal_clean,468.0784569414341,85.2197070229128,233.2861,694.3605,496.6725,147.65640000000002,289.281136,313.82682,384.3244,496.6725,531.9808,576.0022200000001,596.878412,-0.623172112735438,-0.8578167885996653,109.45618977020017,bounded_normal,233.2861,694.3605
sensor_36,normal_clean,684.4596953011793,236.5725439470444,150.4725,983.9208,815.6448,234.85450000000003,182.568176,199.11228,608.8216,815.6448,843.6761,874.66404,903.3588280000002,-1.1767280884874913,-0.24081334849755365,174.0952557449963,left_skewed,150.4725,983.9208
sensor_37,normal_clean,54.05693348941732,36.118395868439755,0.0,174.9012,54.11073,58.30914,0.0,0.0,23.07843,54.11073,81.38757,114.36306000000002,130.71676800000003,0.1792615697602339,-0.90252061709158,43.2239733135656,bounded_normal,0.0,174.9012
sensor_38,normal_clean,50.55620683518739,6.2256516249336205,33.85416,156.7708,49.73958,7.8125,39.0625,41.92708,46.09375,49.73958,53.90625,61.19791,68.75,1.15905590957709,5.034025444547474,5.7913269088213495,right_skewed,33.85416,72.90488763528539
sensor_39,normal_clean,36.3588105182707,4.737091608524882,25.0,185.1563,35.67708,5.98959,27.86458,29.6875,33.07291,35.67708,39.0625,44.27083,48.69791,1.7717833952806592,22.649487602013252,4.44002223869533,right_skewed,25.0,53.43716895478131
sensor_40,normal_clean,71.68339918647642,16.40195429278859,38.02083,216.4062,68.22916,20.052079999999997,47.39583,51.82291,59.89583,68.22916,79.94791,102.6042,124.7396,1.343403507958573,3.0854488608019084,14.864403261675312,right_skewed,38.02083,127.68677304670123
sensor_41,normal_clean,35.52088741968694,3.5623582426483003,25.78125,71.35416,35.15625,4.6875,28.645832061767603,30.20833,33.07291,35.15625,37.76041,41.92708,45.3125,0.6470199823078305,1.1300138694937685,3.4747961452928093,bounded_normal,25.78125,49.05543458117124
sensor_42,normal_clean,35.3226693005442,2.871756065765164,27.08333,89.84375,35.15625,3.906250000000007,29.6874980926514,30.98958,33.0729141235352,35.15625,36.979164123535206,40.36458,42.1875,0.391278061401013,1.8169134677668728,2.89566345441068,bounded_normal,27.08333,46.73890381764272
sensor_43,normal_clean,44.26380532284306,5.6569073685679,30.98958,127.8646,43.22916,6.510420000000003,35.41666,36.97916,40.36458,43.22916,46.875,54.42708,63.54166,1.641504823196873,6.59123663112922,4.826108228317275,right_skewed,30.98958,63.54166
sensor_44,normal_clean,43.613289411323805,10.468056859806998,29.22454,1000.0,41.08796,8.101849999999999,32.986110687255895,34.72222,37.90509,41.08796,46.00694,60.76389,82.17593000000001,9.30356027932931,500.4379510237685,6.005819125277983,right_skewed,29.22454,82.17593000000001
sensor_45,normal_clean,43.55838474528235,10.803826046693446,30.6713,269.0972,40.50926,7.523148270263711,33.275459999999995,34.7222213745117,37.61574172973629,40.50926,45.13889,62.5,86.5162,4.191501784669889,33.26154730491314,5.576833410128771,right_skewed,30.6713,86.5162
sensor_46,normal_clean,49.33899434656409,13.02804381657969,32.1180572509766,322.6273,46.00694,10.70602345947271,35.87963,37.61574172973629,41.956016540527294,46.00694,52.662040000000005,71.18056,96.93287,4.2038289885915185,37.60355924769762,7.936266463656568,right_skewed,32.1180572509766,96.93287
sensor_47,normal_clean,45.56025556921778,9.480864459265574,30.96065,220.4861,43.40278,7.523150000000001,35.3009262084961,37.32639,40.21991,43.40278,47.74306,61.34259,82.75463,4.248134501833367,36.93722937443885,5.576834692364716,right_skewed,30.96065,82.75463
sensor_48,normal_clean,168.5363784126496,77.49094622239532,33.275459999999995,561.632,159.4329,121.52770000000001,54.1088,63.94676,102.4306,159.4329,223.9583,305.2662,367.1875,0.5483449927819627,-0.27306294300669043,90.08724981467755,bounded_normal,33.275459999999995,519.7818992587102
sensor_49,normal_clean,58.861318758096495,16.855303530512373,33.275459999999995,458.6227,53.81944,12.7314820617676,42.245368957519496,44.849536895752,49.4791679382324,53.81944,62.21065,90.85648,122.9745,4.09130758731521,39.75640217316161,9.437718355646851,right_skewed,33.275459999999995,122.9745
sensor_51,normal_clean,204.5803850672241,66.53036898113955,35.3009262084961,1000.0,199.9421,35.01150000000001,88.54166,153.3565,183.4491,199.9421,218.4606,255.787,301.5046,8.81532950943982,103.90710361590376,25.953669384729437,right_skewed,88.54166,303.75677753891773
